,Unnamed: 0,Title,Year_x,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players,Rank,Game,Month,Year_y,Hours_watched,Hours_Streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio
268,1079,tales from the borderlands episode 5 the vault of the traveler,2015,TelltaleGames,Adventure;General,PC,86,8.7,not specified,,,,,,,,,,,,
269,1083,bastion,2011,SupergiantGames,Action;Role-Playing;General;Action RPG;Action RPG,PC,86,8.5,No Online Multiplayer,,,,,,,,,,,,
270,1085,gone home,2013,TheFullbrightCompany,Sci-Fi;Sci-Fi;Adventure;3D;First-Person,PC,86,5.4,No Online Multiplayer,,,,,,,,,,,,
271,1086,pacman championship edition dx,2013,NamcoBandaiGames,Action;General;General;Arcade,PC,86,7.5,not specified,,,,,,,,,,,,
272,1093,supreme commander,2007,GasPoweredGames,Strategy;Real-Time;Sci-Fi;Sci-Fi;General;Command,PC,86,8.3,8  Online,,,,,,,,,,,,
273,1095,total war shogun 2 fall of the samurai,2012,CreativeAssembly,Strategy;Turn-Based;Historic;General;Historic,PC,86,8.5,not specified,,,,,,,,,,,,
274,1096,startopia,2001,MuckyFootProductions,Strategy;General;General;Management;Government,PC,86,8.7,No Online Multiplayer,,,,,,,,,,,,
275,1098,enemy engaged rah66 comanche versus ka52 hokum,2000,Razorworks,Simulation;Flight;Helicopter;Helicopter;Civilian,PC,86,8.4,1-16 ,,,,,,,,,,,,
276,1100,fallout 2,1998,BlackIsleStudios,Role-Playing;First-Person;First-Person;PC-style RPG;Western-Style,PC,86,9.1,No Online Multiplayer,,,,,,,,,,,,
278,1104,football manager 2013,2012,SportsInteractive,Sports;Traditional;Team;Soccer;Management;Management,PC,86,6.8,not specified,,,,,,,,,,,,
279,1105,out of the park baseball 14,2013,OutOfTheParkDevelopments,Sports;Traditional;Baseball;Management;Management,PC,86,8.3,1 Player,,,,,,,,,,,,
281,1111,borderlands the secret armory of general knoxx,2010,GearboxSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,86,7.2,not specified,,,,,,,,,,,,
283,1114,astebreed,2014,Edelweiss,Action;Shooter;Scrolling;Shoot-'Em-Up;Vertical;Horizontal,PC,86,7.3,No Online Multiplayer,,,,,,,,,,,,
284,1118,ground control,2000,MassiveEntertainment,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,86,8.0,1-8 ,,,,,,,,,,,,
288,1135,saints row iv,2013,VolitionInc.,Action Adventure;Modern;Modern;Open-World,PC,86,7.4,not specified,,,,,,,,,,,,
289,1137,unavowed,2018,WadjetEyeGames,Adventure;General,PC,86,8.0,No Online Multiplayer,,,,,,,,,,,,
291,1143,everquest omens of war,2004,SonyOnlineEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,86,7.7,Massively Multiplayer,,,,,,,,,,,,
292,1145,steel beasts,2000,eSimGames,Simulation;Tank;Tank;Vehicle;Combat,PC,86,8.4,1-8 ,,,,,,,,,,,,
293,1147,total annihilation,1997,CavedogEntertainment,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,86,8.9,1-10 ,,,,,,,,,,,,
294,1149,need for speed hot pursuit,2010,CriterionGames,Driving;Racing;Arcade;Arcade;Automobile,PC,86,6.8,not specified,,,,,,,,,,,,
295,1150,fifa soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PC,86,6.6,not specified,,,,,,,,,,,,
296,1152,sid meiers civilization iv beyond the sword,2007,FiraxisGames,Strategy;Turn-Based;Historic;Historic;4X,PC,86,8.6,16  Online,,,,,,,,,,,,
297,1155,the sims 3,2009,TheSimsStudio,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,86,7.6,No Online Multiplayer,,,,,,,,,,,,
298,1157,freedom force vs the 3rd reich,2005,IrrationalGames,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,86,7.8,4  Online,,,,,,,,,,,,
300,1165,tribes ascend,2012,Hi-RezStudios,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,86,7.8,not specified,,,,,,,,,,,,
301,1166,titanfall,2014,RespawnEntertainment,Shooter;Sci-Fi;Miscellaneous;General;Action;Shooter;First-Person;Sci-Fi;Arcade,PC,86,6.2,not specified,,,,,,,,,,,,
302,1168,rayman origins,2012,UBlartMontpellier,Action;Platformer;Platformer;2D;2D,PC,86,8.4,No Online Multiplayer,,,,,,,,,,,,
304,1180,her story,2015,SamBarlow,Adventure;Visual Novel,PC,86,6.0,No Online Multiplayer,,,,,,,,,,,,
305,1186,starcraft ii heart of the swarm,2013,BlizzardEntertainment,Strategy;Real-Time;Sci-Fi;Sci-Fi;Command,PC,86,7.9,not specified,,,,,,,,,,,,
307,1190,mass effect 2 lair of the shadow broker,2010,BioWare,Role-Playing;Action RPG;Action RPG,PC,86,8.5,not specified,,,,,,,,,,,,
308,1191,lego star wars ii the original trilogy,2006,Traveller'sTales,Action Adventure;Sci-Fi;Sci-Fi;General,PC,86,8.3,1-2 ,,,,,,,,,,,,
309,1194,dungeon siege,2002,GasPoweredGames,Role-Playing;Action RPG;Action RPG,PC,86,7.9,No Online Multiplayer,,,,,,,,,,,,
310,1196,crysis 2,2011,Crytek,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,86,6.8,not specified,,,,,,,,,,,,
312,1209,the secret of monkey island,2009,LucasArts,Adventure;General;General;Point-and-Click,PC,86,8.9,No Online Multiplayer,,,,,,,,,,,,
313,1210,max payne 2 the fall of max payne,2003,RemedyEntertainment,Action;Shooter;Shooter;Third-Person;Modern;Modern;Arcade,PC,86,8.9,No Online Multiplayer,,,,,,,,,,,,
314,1211,homeworld collection,2015,GearboxSoftware,Miscellaneous;Compilation,PC,86,8.2,not specified,,,,,,,,,,,,
315,1212,galactic civilizations ii dread lords,2006,Stardock,Strategy;Turn-Based;Sci-Fi;Sci-Fi;4X,PC,86,7.9,1 Player,,,,,,,,,,,,
317,1216,tomb raider,2013,"CrystalDynamics,NixxesSoftware",Action Adventure;Modern;General;Modern;Linear,PC,86,8.5,not specified,,,,,,,,,,,,
318,1220,star trek voyager elite force,2000,RavenSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,86,8.2,1-32 ,,,,,,,,,,,,
319,1227,worldwide soccer manager 2008,2007,SportsInteractive,Sports;Traditional;Team;Soccer;Management;Management,PC,86,8.1,not specified,,,,,,,,,,,,
320,1230,il2 sturmovik forgotten battles,2003,"1C,1CCompany",Simulation;Flight;WWII;WWII;Combat,PC,86,8.6,1-32 ,,,,,,,,,,,,
322,1236,dirt 3,2011,Codemasters,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,PC,86,7.0,not specified,,,,,,,,,,,,
323,1248,unreal tournament 2003,2002,DigitalExtremes,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,86,8.2,1-64 ,,,,,,,,,,,,
324,1249,age of wonders ii the wizards throne,2002,TriumphStudios,Strategy;Turn-Based;Fantasy;General;Fantasy,PC,86,8.5,1-8 ,,,,,,,,,,,,
325,1251,links 2001,2000,MicrosoftGameStudios,Sports;Traditional;Individual;Golf;Sim;Sim,PC,86,6.8,1-8 ,,,,,,,,,,,,
326,1252,everquest the ruins of kunark,2000,SonyOnlineEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy,PC,86,8.5,Massively Multiplayer,,,,,,,,,,,,
327,1253,full throttle,1995,LucasArts,Adventure;General,PC,86,8.8,not specified,,,,,,,,,,,,
328,1255,the lord of the rings online shadows of angmar,2007,TurbineInc.,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,86,8.1,Massively Multiplayer,,,,,,,,,,,,
329,1257,pony island,2016,DanielMullinsGames,Puzzle;General,PC,86,7.4,No Online Multiplayer,,,,,,,,,,,,
330,1259,warhammer 40000 dawn of war,2004,Relic,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,86,8.7,8  Online,,,,,,,,,,,,
331,1265,warhammer online age of reckoning,2008,EAMythic,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy,PC,86,7.9,Massively Multiplayer,,,,,,,,,,,,
335,1281,command conquer red alert 2 yuris revenge,2001,WestwoodStudios,Strategy;Real-Time;Sci-Fi;Sci-Fi;Command,PC,86,8.9,not specified,,,,,,,,,,,,
336,1282,europa universalis,2001,ParadoxDevelopmentStudio,Strategy;General;General,PC,86,7.9,1-8 ,,,,,,,,,,,,
337,1283,escape from monkey island,2000,LucasArts,Adventure;3D;Fantasy;Third-Person;Fantasy,PC,86,8.1,No Online Multiplayer,,,,,,,,,,,,
338,1285,robo recall,2017,EpicGames,Action;General,PC,86,7.9,not specified,,,,,,,,,,,,
339,1286,il2 sturmovik 1946,2007,1C:MaddoxGames,Simulation;Flight;WWII;WWII;Combat,PC,86,8.8,1 Player,,,,,,,,,,,,
342,1299,battlefield 3 back to karkand,2011,EADICE,Action;Shooter;Shooter;First-Person;Modern;Tactical;Modern;Arcade,PC,86,7.2,not specified,,,,,,,,,,,,
343,1301,west of loathing,2017,AsymmetricPublications,Role-Playing;General,PC,86,8.0,No Online Multiplayer,,,,,,,,,,,,
345,1308,civilization iii conquests,2003,FiraxisGames,Strategy;Turn-Based;Historic;Historic;4X,PC,86,8.3,not specified,,,,,,,,,,,,
347,1311,battlefield bad company 2 vietnam,2010,EADICE,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,86,8.1,not specified,,,,,,,,,,,,
349,1322,day of the tentacle,2016,DoubleFineProductions,Adventure;Point-and-Click,PC,86,8.0,No Online Multiplayer,,,,,,,,,,,,
350,1323,the elder scrolls iv shivering isles,2007,BethesdaSoftworks,Role-Playing;First-Person;First-Person;Western-Style,PC,86,8.4,1 Player,,,,,,,,,,,,
354,1337,allegiance,2000,MicrosoftGameStudios,Simulation;Sci-Fi;Space;Small Spaceship;Small Spaceship;Combat,PC,86,8.3,not specified,,,,,,,,,,,,
355,1345,the talos principle,2014,Croteam,Sci-Fi;Adventure;3D;First-Person,PC,85,8.5,No Online Multiplayer,,,,,,,,,,,,
357,1365,falcon 40,1998,"Atari,MicroProse",Simulation;Flight;Modern Jet;Modern Jet;Combat,PC,85,8.0,1-2 ,,,,,,,,,,,,
358,1366,tom clancys rainbow six,1998,RedStormEntertainment,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,85,8.4,1-8 ,,,,,,,,,,,,
359,1368,madden nfl 2005,2004,BudCat,Sports;Traditional;Team;Football;Sim;Sim,PC,85,6.4,2  Online,,,,,,,,,,,,
360,1369,legend of grimrock ii,2014,AlmostHuman,Role-Playing;First-Person;Western-Style,PC,85,8.1,not specified,,,,,,,,,,,,
361,1374,sam max episode 205 whats new beelzebub,2008,TelltaleGames,Adventure;General;3D;Point-and-Click;Third-Person,PC,85,7.9,1 Player,,,,,,,,,,,,
362,1376,dragon age inquisition,2014,BioWare,PC-style RPG;Role-Playing;General;Action RPG;Western-Style,PC,85,5.9,Up to 4 ,,,,,,,,,,,,
364,1378,hearthstone whispers of the old gods,2016,BlizzardEntertainment,Strategy;Turn-Based;Card Battle,PC,85,5.4,not specified,,,,,,,,,,,,
366,1384,tom clancys rainbow six vegas,2006,UbisoftMontreal,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,85,7.7,16  Online,,,,,,,,,,,,
367,1386,city of heroes,2004,ParagonStudios,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Modern;Modern,PC,85,8.4,Massively Multiplayer,,,,,,,,,,,,
368,1391,blazblue chrono phantasma extend,2016,ArcSystemWorks,Action;Fighting;2D,PC,85,7.8,not specified,,,,,,,,,,,,
369,1392,swat 4,2005,IrrationalGames,Action;Shooter;Shooter;First-Person;Modern;Arcade,PC,85,8.6,16  Online,,,,,,,,,,,,
370,1395,clive barkers undying,2001,DreamworksGames,Action;Shooter;Shooter;First-Person;Fantasy;Fantasy;Arcade,PC,85,8.8,1 Player,,,,,,,,,,,,
372,1405,warhammer 40000 dawn of war ii,2009,Relic,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,85,8.1,Online Multiplayer,,,,,,,,,,,,
374,1414,guacamelee 2,2018,DrinkBoxStudios,Action;Platformer;2D,PC,85,7.3,Up to 4 ,,,,,,,,,,,,
376,1416,command conquer 3 tiberium wars,2007,EALA,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,85,8.0,No Online Multiplayer,,,,,,,,,,,,
377,1423,bittrip presentsrunner2 future legend of rhythm alien,2013,GaijinGames,Action;Miscellaneous;Rhythm;Music;Music,PC,85,8.2,No Online Multiplayer,,,,,,,,,,,,
378,1424,hotline miami,2012,Dennaton,Action;Action Adventure;General;General;Linear,PC,85,8.6,not specified,,,,,,,,,,,,
379,1427,out of the park baseball 13,2012,OutOfTheParkDevelopments,Sports;Traditional;Team;Baseball;Sim;Sim,PC,85,8.2,not specified,,,,,,,,,,,,
380,1430,wizardry 8,2001,Sir-TechSoftwareInc.,Role-Playing;First-Person;First-Person;General;Western-Style,PC,85,8.3,1 Player,,,,,,,,,,,,
381,1431,aliens versus predator 2,2001,MonolithProductions,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,85,8.7,1-16 ,,,,,,,,,,,,
382,1432,operation flashpoint cold war crisis,2001,BohemiaInteractive,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,85,8.8,1-16 ,,,,,,,,,,,,
383,1435,tropico,2001,PopTopSoftware,Strategy;Miscellaneous;Real-Time;Management;Compilation;Modern;Modern;Government,PC,85,8.3,1 Player,,,,,,,,,,,,
384,1436,giants citizen kabuto,2000,PlanetMoonStudios,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,PC,85,8.9,1-10 ,,,,,,,,,,,,
385,1440,nascar simracing,2005,EATiburon,Driving;Racing;Simulation;Stock Car;Stock Car;Automobile,PC,85,4.7,44  Online,,,,,,,,,,,,
386,1444,the lord of the rings online mines of moria,2008,TurbineInc.,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,85,8.2,Massively Multiplayer,,,,,,,,,,,,
389,1454,chaos reborn,2015,SnapshotGamesInc.,Fantasy;Strategy;Turn-Based;General,PC,85,8.3,not specified,,,,,,,,,,,,
390,1456,gtr fia gt racing game,2005,SimBin,Driving;Racing;Simulation;GT / Street;Automobile,PC,85,8.6,Up to 60 ,,,,,,,,,,,,
391,1462,football manager 2011,2010,SportsInteractive,Sports;Traditional;Team;Soccer;Management;Management,PC,85,8.3,not specified,,,,,,,,,,,,
392,1463,dust an elysian tail,2013,HumbleHearts,Role-Playing;Action RPG;Action RPG,PC,85,8.5,No Online Multiplayer,,,,,,,,,,,,
395,1474,dark souls prepare to die edition,2012,FromSoftware,Role-Playing;Action RPG;Action RPG,PC,85,7.6,Online Multiplayer,,,,,,,,,,,,
397,1479,medieval ii total war kingdoms,2007,CreativeAssembly,Strategy;Real-Time;Historic;General,PC,85,8.8,8  Online,,,,,,,,,,,,
398,1483,superhot vr,2016,SUPERHOT,Action;Shooter;First-Person;Tactical,PC,85,6.8,No Online Multiplayer,,,,,,,,,,,,
400,1488,dmc devil may cry,2013,"NinjaTheory,QLOC",Action;General;Action Adventure;Fantasy;General;Fantasy;Linear,PC,85,6.8,No Online Multiplayer,,,,,,,,,,,,
401,1491,peggle deluxe,2007,PopCap,Miscellaneous;Puzzle;Action;Puzzle;Puzzle;Action,PC,85,8.1,not specified,,,,,,,,,,,,
402,1497,monopoly tycoon,2001,DeepRed,Strategy;Tycoon;Management;Tycoon;Business / Tycoon,PC,85,8.0,1-4 ,,,,,,,,,,,,
403,1499,indigo prophecy,2005,QuanticDream,Adventure;3D;Modern;Third-Person;Modern,PC,85,8.3,No Online Multiplayer,,,,,,,,,,,,
404,1500,prince of persia the two thrones,2005,Ubisoft,Action Adventure;Fantasy;Fantasy;Linear,PC,85,8.0,No Online Multiplayer,,,,,,,,,,,,
405,1501,sam max episode 204 chariots of the dogs,2008,TelltaleGames,Adventure;General;3D;Point-and-Click;Third-Person,PC,85,8.1,1 Player,,,,,,,,,,,,
406,1503,assetto corsa,2014,KunosSimulazioni,Driving;General;GT / Street;Racing;Simulation;Automobile,PC,85,8.4,Online Multiplayer,,,,,,,,,,,,
407,1505,machinarium,2009,AmanitaDesign,Adventure;General;Third-Person;General;Point-and-Click;Sci-Fi,PC,85,8.7,not specified,,,,,,,,,,,,
408,1506,frozen synapse,2011,Mode7Games,Strategy;Turn-Based;General;Modern;Tactics,PC,85,7.7,not specified,,,,,,,,,,,,
409,1509,valkyria chronicles,2014,Sega,General;Historic;Strategy;Turn-Based;Tactics,PC,85,8.2,No Online Multiplayer,,,,,,,,,,,,
410,1510,freelancer,2003,DigitalAnvil,Simulation;Sci-Fi;Space;Small Spaceship;Small Spaceship;Combat,PC,85,8.9,1-32 ,,,,,,,,,,,,
411,1512,zenzizenzic,2015,RuudKoorevaar,Action;General,PC,85,6.1,not specified,,,,,,,,,,,,
412,1514,galactic civilizations iii crusade,2017,Stardock,Strategy;Turn-Based;4X,PC,85,6.7,not specified,,,,,,,,,,,,
413,1515,the wolf among us episode 1 faith,2013,TelltaleGames,Action Adventure;Adventure;Fantasy;General;Fantasy;Point-and-Click,PC,85,8.9,No Online Multiplayer,,,,,,,,,,,,
415,1518,steamworld dig 2,2017,Image&Form,Action;Action Adventure;General;Platformer;2D,PC,85,8.4,No Online Multiplayer,,,,,,,,,,,,
416,1522,mega man legacy collection,2015,DigitalEclipse,Miscellaneous;Compilation,PC,85,7.5,No Online Multiplayer,,,,,,,,,,,,
417,1524,warhammer 40000 dawn of war ii chaos rising,2010,Relic,Strategy;Real-Time;Fantasy;General;Fantasy,PC,85,8.7,not specified,,,,,,,,,,,,
418,1525,far cry 2,2008,UbisoftMontreal,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,85,5.8,16  Online,,,,,,,,,,,,
419,1527,the walking dead episode 3 long road ahead,2012,TelltaleGames,Miscellaneous;Adventure;General;Compilation;Point-and-Click,PC,85,8.4,not specified,,,,,,,,,,,,
420,1528,audiosurf,2008,BestGameEver.com,Action;Miscellaneous;Rhythm;Music;Music,PC,85,8.8,1 Player,,,,,,,,,,,,
421,1529,thumper,2016,"droolGames,Drool",Action;Rhythm;Music,PC,85,7.7,No Online Multiplayer,,,,,,,,,,,,
425,1541,batman the enemy within episode 5 same stitch,2018,TelltaleGames,Adventure;Point-and-Click,PC,85,7.9,No Online Multiplayer,,,,,,,,,,,,
426,1543,mvp baseball 2005,2005,EASports,Sports;Traditional;Team;Baseball;Sim;Sim,PC,85,8.2,2  Online,,,,,,,,,,,,
427,1551,full metal furies,2018,CellarDoorGames,Action;Beat-'Em-Up;2D,PC,85,7.3,Online Multiplayer,,,,,,,,,,,,
428,1558,the elder scrolls iii bloodmoon,2003,BethesdaSoftworks,Role-Playing;First-Person;First-Person;Western-Style,PC,85,8.3,1 Player,,,,,,,,,,,,
429,1563,rogue legacy,2013,CellarDoorGames,Role-Playing;General;Action;Platformer;Platformer;2D;2D,PC,85,7.9,1 Player,,,,,,,,,,,,
430,1570,thief deadly shadows,2004,IonStorm,Action Adventure;Fantasy;General;Fantasy,PC,85,8.3,No Online Multiplayer,,,,,,,,,,,,
431,1578,football manager 2014,2013,SportsInteractive,Sports;Traditional;Team;Soccer;Management;Management,PC,85,5.6,not specified,,,,,,,,,,,,
432,1579,system shock,2015,LookingGlassStudios,Action Adventure;General,PC,85,8.5,No Online Multiplayer,,,,,,,,,,,,
433,1581,everquest gates of discord,2004,SonyOnlineEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,85,6.8,Massively Multiplayer,,,,,,,,,,,,
434,1585,fifa 2001 major league soccer,2000,EASports,Sports;Traditional;Team;Soccer;Sim;Sim,PC,85,7.3,1-8 ,,,,,,,,,,,,
435,1590,sid meiers civilization v brave new world,2013,FiraxisGames,Strategy;Turn-Based;Historic;Historic;4X,PC,85,8.6,not specified,,,,,,,,,,,,
436,1602,the last door season 2,2016,TheGameKitchen,Adventure;Point-and-Click,PC,85,7.1,No Online Multiplayer,,,,,,,,,,,,
438,1610,serious sam the second encounter,2002,Croteam,Action;Shooter;Shooter;First-Person;Sci-Fi;Arcade,PC,85,8.6,1-32 ,,,,,,,,,,,,
439,1611,the sims hot date,2001,Maxis,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,85,7.8,1 Player,,,,,,,,,,,,
440,1612,american mcgees alice,2000,RogueEntertainment,Action Adventure;Horror;Horror;Survival,PC,85,8.1,1 Player,,,,,,,,,,,,
441,1617,chime sharp,2016,"Twistplay,SteCurran",Puzzle;General,PC,85,4.8,No Online Multiplayer,,,,,,,,,,,,
442,1619,trials evolution,2013,RedLynx,Driving;Racing;Arcade;Motorcycle;Other;Motocross;Motocross,PC,85,6.8,not specified,,,,,,,,,,,,
443,1625,warhammer 40000 dawn of war winter assault,2005,Relic,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,85,8.3,8  Online,,,,,,,,,,,,
445,1633,planescape torment,2017,Beamdog,Role-Playing;Western-Style,PC,85,6.7,No Online Multiplayer,,,,,,,,,,,,
446,1636,tony hawks underground 2,2004,NeversoftEntertainment,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,PC,85,8.1,8  Online,,,,,,,,,,,,
450,1655,anarchy online shadowlands,2003,Funcom,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Sci-Fi;Sci-Fi,PC,85,8.5,Massively Multiplayer,,,,,,,,,,,,
451,1656,dark age of camelot shrouded isles,2002,MythicEntertainment,Role-Playing;Massively Multiplayer Online;Fantasy;Fantasy,PC,85,8.3,Massively Multiplayer,,,,,,,,,,,,
452,1660,obsidian,1996,RocketScienceGames,Adventure;General;General,PC,85,8.3,1 Player,,,,,,,,,,,,
454,1665,the walking dead episode 2 starved for help,2012,TelltaleGames,Miscellaneous;Adventure;General;Compilation;Point-and-Click,PC,84,8.6,not specified,,,,,,,,,,,,
455,1666,saints row the third,2011,VolitionInc.,Action Adventure;Modern;Modern;Open-World,PC,84,8.1,not specified,,,,,,,,,,,,
458,1684,neverwinter nights hordes of the underdark,2003,BioWare,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,84,8.4,1-16 ,,,,,,,,,,,,
459,1687,command conquer generals,2003,EAPacific,Strategy;Real-Time;Modern;General;Modern,PC,84,8.3,1-8 ,,,,,,,,,,,,
460,1688,sid meiers simgolf,2002,FiraxisGames,Strategy;Real-Time;Modern;General,PC,84,8.2,1 Player,,,,,,,,,,,,
462,1694,spacechem,2011,ZachtronicsIndustries,Miscellaneous;Puzzle;General;Puzzle;General,PC,84,8.4,No Online Multiplayer,,,,,,,,,,,,
463,1697,pinball fx 2,2012,ZenStudios,Action;Miscellaneous;Parlor;Pinball;Pinball,PC,84,8.1,1-4 ,,,,,,,,,,,,
466,1719,rakuen,2017,LauraShigihara,Adventure;General;General,PC,84,8.3,not specified,,,,,,,,,,,,
467,1721,gt legends,2006,SimBin,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,84,8.3,16  Online,,,,,,,,,,,,
468,1727,hearthstone goblins vs gnomes,2014,BlizzardEntertainment,Miscellaneous;Strategy;Turn-Based;Card Battle,PC,84,6.2,not specified,,,,,,,,,,,,
469,1734,space rangers 2 rise of the dominators,2006,"1C,ElementalGames,1CCompany",Role-Playing;General;General,PC,84,8.9,1 Player,,,,,,,,,,,,
470,1738,tales from the borderlands episode 1 zer0 sum,2014,TelltaleGames,Miscellaneous;General;Adventure;General,PC,84,8.4,not specified,,,,,,,,,,,,
471,1740,sprint vector,2018,Survios,Racing;Arcade;Other,PC,84,7.8,Online Multiplayer,,,,,,,,,,,,
472,1744,puzzle quest challenge of the warlords,2007,InfiniteInteractive,Miscellaneous;Puzzle;Puzzle;Puzzle;Matching;Matching,PC,84,8.2,1 Player,,,,,,,,,,,,
473,1751,heroes of might and magic iv,2002,NewWorldComputing,Strategy;Turn-Based;Fantasy;General;Fantasy,PC,84,7.5,not specified,,,,,,,,,,,,
474,1753,command conquer red alert 2,2000,WestwoodStudios,Strategy;Real-Time;Sci-Fi;Sci-Fi;Command,PC,84,8.9,1-8 ,,,,,,,,,,,,
475,1754,shogun total war,2000,CreativeAssembly,Strategy;Turn-Based;Real-Time;Historic;Historic;General;Historic,PC,84,8.7,1-8 ,,,,,,,,,,,,
476,1762,dirt,2007,Codemasters,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,PC,84,7.3,2  Online,,,,,,,,,,,,
478,1765,super street fighter iv arcade edition,2011,"Capcom,QLOC",Action;Fighting;Fighting;3D;2D;3D,PC,84,7.8,not specified,,,,,,,,,,,,
479,1770,football manager 2012,2011,SportsInteractive,Sports;Traditional;Team;Football;Soccer;Management;Management,PC,84,8.0,not specified,,,,,,,,,,,,
480,1777,guild wars factions,2006,ArenaNet,Role-Playing;General;General;Massively Multiplayer,PC,84,8.4,64+  Online,,,,,,,,,,,,
481,1779,gorogoa,2017,"JasonRoberts,BuriedSignal",Puzzle;General,PC,84,8.4,No Online Multiplayer,,,,,,,,,,,,
482,1785,80 days 2015,2015,"inkle,CapeGuy",Adventure;Visual Novel,PC,84,6.9,No Online Multiplayer,,,,,,,,,,,,
483,1786,spore,2008,Maxis,Strategy;Breeding/Constructing;General;Breeding/Constructing,PC,84,5.3,No Online Multiplayer,,,,,,,,,,,,
484,1787,unity of command,2011,2x2Games,Strategy;Turn-Based;Historic;General,PC,84,7.1,not specified,,,,,,,,,,,,
485,1795,hearthstone the grand tournament,2015,BlizzardEntertainment,Strategy;Turn-Based;Card Battle,PC,84,4.1,not specified,,,,,,,,,,,,
486,1797,metro,2014,4AGames,Action;Miscellaneous;Shooter;Compilation;First-Person;Sci-Fi,PC,84,8.1,not specified,,,,,,,,,,,,
487,1798,time gentlemen please,2009,ZombieCowStudios,Adventure;General;General;Point-and-Click,PC,84,7.5,not specified,,,,,,,,,,,,
488,1800,total war warhammer ii rise of the tomb kings,2018,CreativeAssembly,Strategy;Real-Time;Tactics,PC,84,7.2,not specified,,,,,,,,,,,,
489,1819,europa universalis iv wealth of nations,2014,ParadoxDevelopmentStudio,Strategy;Real-Time;General;Historic,PC,84,8.8,not specified,,,,,,,,,,,,
490,1821,mass effect 3 citadel,2013,BioWare,Role-Playing;Action RPG;Action RPG,PC,84,8.0,not specified,,,,,,,,,,,,
491,1824,disciples ii dark prophecy,2002,StrategyFirst,Strategy;Turn-Based;Fantasy;General;Fantasy,PC,84,8.7,1-4 ,,,,,,,,,,,,
492,1828,just cause 2,2010,AvalancheStudios,Action Adventure;Modern;Modern;Open-World,PC,84,7.7,No Online Multiplayer,,,,,,,,,,,,
493,1829,nex machina death machine,2017,Housemarque,Action;Shooter;Shoot-'Em-Up;Top-Down,PC,84,6.7,not specified,,,,,,,,,,,,
494,1832,crysis warhead,2008,Crytek,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,84,7.9,16  Online,,,,,,,,,,,,
495,1837,assassins creed iv black flag,2013,Ubisoft,Action Adventure;Historic;Historic;Open-World,PC,84,7.7,not specified,,,,,,,,,,,,
498,1845,hitman episode 2 sapienza,2016,IoInteractive,Action Adventure;General,PC,84,5.9,not specified,,,,,,,,,,,,
499,1851,age of mythology the titans,2003,EnsembleStudios,Strategy;Real-Time;Fantasy;General;Fantasy,PC,84,8.7,1-12 ,,,,,,,,,,,,
